"","yq","pr","ln.cv","ll","ul","yr","qtr"
"1",1958.625,0.431214279194738,0.092936347624089,0.359405002296792,0.517371081073284,"1958","0.625"
"2",1958.875,0.721389473211071,0.0576168910605442,0.644355163186529,0.807633432292525,"1958","0.875"
"3",1959.125,0.59485589184852,0.11356798678021,0.47614666358466,0.743160792943333,"1959","0.125"
"NA",1959.375,NA,NA,NA,NA,"1959","0.375"
"4",1959.625,0.364545509640685,0.0795511106826177,0.311915158110909,0.426056333408244,"1959","0.625"
"5",1959.875,0.661448815438822,0.0458531653507084,0.604595959845844,0.723647798700103,"1959","0.875"
"6",1960.125,0.556000826360549,0.081753555090321,0.473680390458805,0.652627647545605,"1960","0.125"
"7",1960.375,0.594929194916217,0.0803444233616034,0.50824688750002,0.696395306431945,"1960","0.375"
"8",1960.625,1.23584733498477,0.0501189605505746,1.12021840789334,1.36341147817879,"1960","0.625"
"9",1960.875,0.679142623823617,0.0502963202524509,0.615386402722566,0.749504216299633,"1960","0.875"
"NA.1",1961.125,NA,NA,NA,NA,"1961","0.125"
"NA.2",1961.375,NA,NA,NA,NA,"1961","0.375"
"10",1961.625,0.826260039974715,0.0600829114953041,0.734468446706628,0.929523462471784,"1961","0.625"
"11",1961.875,0.766994707716756,0.0383739228971929,0.711422873992329,0.826907459924961,"1961","0.875"
"12",1962.125,0.802938917718851,0.0729638979914062,0.695944143409806,0.926383118088662,"1962","0.125"
"13",1962.375,1.04556616560052,0.0523956141388744,0.943520789712915,1.15864813851234,"1962","0.375"
"14",1962.625,0.910570941361579,0.031015766523053,0.85686545288956,0.967642511967371,"1962","0.625"
"15",1962.875,0.706980039943368,0.0417250673753093,0.651463455022652,0.767227651873347,"1962","0.875"
"16",1963.125,0.740747712692953,0.0526128447007147,0.668167521650032,0.821211980649426,"1963","0.125"
"17",1963.375,1.04029849720819,0.0552187311192892,0.933587091700796,1.15920729079709,"1963","0.375"
"18",1963.625,1.09876935410122,0.0348848356550414,1.02615263899375,1.17652486348998,"1963","0.625"
"19",1963.875,0.733743187672227,0.043446693283388,0.673847327371912,0.798962975122489,"1963","0.875"
"20",1964.125,0.685629443264848,0.0616626275678972,0.60757678456937,0.773709176207001,"1964","0.125"
"21",1964.375,0.863199494923312,0.0442946907323558,0.791419552598212,0.941489713755076,"1964","0.375"
"22",1964.625,1.06109182617232,0.0308543151223637,0.99882463634515,1.12724078141444,"1964","0.625"
