"","yq","pr","ln.cv","ll","ul","yr","qtr"
"1",1958.625,0.323403302929477,0.165116813300493,0.233988321539613,0.446986822493994,"1958","0.625"
"2",1958.875,0.464546322493207,0.102594695688209,0.37992568782055,0.568014463512384,"1958","0.875"
"3",1959.125,0.353088133903228,0.201806707218325,0.237739741145077,0.524402145399769,"1959","0.125"
"NA",1959.375,NA,NA,NA,NA,"1959","0.375"
"4",1959.625,0.362471972943055,0.14214713338791,0.274331923767646,0.478930520971786,"1959","0.625"
"5",1959.875,0.432270153009245,0.0835538701499709,0.36697185710836,0.509187507333731,"1959","0.875"
"6",1960.125,0.34989068231824,0.143440968361226,0.264139261956648,0.463480849708803,"1960","0.125"
"7",1960.375,0.596134215354187,0.142164949701163,0.451160221102015,0.787693564490022,"1960","0.375"
"8",1960.625,1.01547598784845,0.0912787694458936,0.849124948603645,1.21441665751611,"1960","0.625"
"9",1960.875,0.450931917669104,0.0912685286018972,0.377069700922379,0.539262618755449,"1960","0.875"
"NA.1",1961.125,NA,NA,NA,NA,"1961","0.125"
"NA.2",1961.375,NA,NA,NA,NA,"1961","0.375"
"10",1961.625,0.635648842315475,0.107707866830963,0.514676659134459,0.785054934133792,"1961","0.625"
"11",1961.875,0.512694218448712,0.0704539161903909,0.44656721491826,0.588613209500498,"1961","0.875"
"12",1962.125,0.823735635658879,0.126435696074988,0.64292989070166,1.05538785374221,"1962","0.125"
"13",1962.375,0.761602415592375,0.0943507016796381,0.633017001196427,0.916307521503917,"1962","0.375"
"14",1962.625,0.642256688499845,0.0616854741794036,0.569116137118329,0.724796973797674,"1962","0.625"
"15",1962.875,0.493455164195918,0.0730869424752068,0.427597184541513,0.569456506905463,"1962","0.875"
"16",1963.125,0.688489628755304,0.0896286247773854,0.577569135253475,0.820712084442646,"1963","0.125"
"17",1963.375,0.857333896001081,0.0995083829234004,0.705418343923723,1.04196526155531,"1963","0.375"
"18",1963.625,0.851641530369954,0.0683976718040805,0.744792951687497,0.973818689620466,"1963","0.625"
"19",1963.875,0.507886669185559,0.0787956620206385,0.435205717448454,0.592705606554797,"1963","0.875"
"20",1964.125,0.562849792159872,0.106830248105081,0.456516802803318,0.693950116598223,"1964","0.125"
"21",1964.375,0.707884208564288,0.0818968355434043,0.602906867029351,0.831140065137612,"1964","0.375"
"22",1964.625,0.850722300307011,0.0624959396522962,0.752645032285919,0.961580029355351,"1964","0.625"
"23",1964.875,0.594498740352584,0.0652421095809581,0.523137357023419,0.67559455950875,"1964","0.875"
"24",1965.125,0.501241799463891,0.109212931531105,0.40465355145564,0.62088505247517,"1965","0.125"
"25",1965.375,0.448304977477503,0.0999857192281871,0.368522491269064,0.545359801891624,"1965","0.375"
"26",1965.625,0.779619669204531,0.068836892687734,0.681220394565392,0.892232284088255,"1965","0.625"
"27",1965.875,0.504919338773033,0.0745785635039943,0.436254028059485,0.584392400457639,"1965","0.875"
"28",1966.125,0.683081865791588,0.14105317761893,0.518090784378631,0.900615972030717,"1966","0.125"
"29",1966.375,0.583516985466853,0.0822682127864739,0.496621349686978,0.685617065281097,"1966","0.375"
"30",1966.625,0.897542480387034,0.0649807260621706,0.79020960106002,1.01945420938782,"1966","0.625"
"31",1966.875,0.439975706609392,0.0671176687565607,0.385742050210526,0.501834379479201,"1966","0.875"
"32",1967.125,0.671673256488441,0.0718219121226175,0.583474675089687,0.773204018516212,"1967","0.125"
"33",1967.375,1.33404943801314,0.0591751153314633,1.18795789778426,1.49810688272924,"1967","0.375"
"34",1967.625,1.50993147336688,0.0576512607680432,1.34860105123019,1.69056152832163,"1967","0.625"
"35",1967.875,0.448791594016538,0.0724991295055986,0.389342854819268,0.517317557948766,"1967","0.875"
"NA.3",1968.125,NA,NA,NA,NA,"1968","0.125"
"36",1968.375,1.15001189112218,0.0710337068743517,1.00054636615786,1.32180516011564,"1968","0.375"
"37",1968.625,1.08463647122559,0.0582120078939437,0.967683068216289,1.21572476914494,"1968","0.625"
"38",1968.875,0.624574950325268,0.0668782259390734,0.547843693847743,0.712053224221698,"1968","0.875"
"39",1969.125,0.691271288316713,0.0683915601461116,0.604550309346642,0.790432138836357,"1969","0.125"
"40",1969.375,0.919475237227,0.0648313618409687,0.809756547444836,1.04406035930354,"1969","0.375"
"41",1969.625,0.888380054006794,0.0632792950218243,0.784755513839757,1.00568789443163,"1969","0.625"
"42",1969.875,0.486286302389894,0.0870136016915102,0.41003843151249,0.576712692563385,"1969","0.875"
"43",1970.125,0.82943712492445,0.0869178242564793,0.699515793730215,0.983488793775925,"1970","0.125"
"44",1970.375,1.19928919876316,0.0851785736721886,1.01488879258258,1.41719427072397,"1970","0.375"
"45",1970.625,1.79279211889859,0.0791358437005832,1.53521125022762,2.09359043005211,"1970","0.625"
"46",1970.875,0.720829952958468,0.0826248176159543,0.613057429833308,0.847548363003099,"1970","0.875"
"47",1971.125,0.828748639724168,0.0897601471811945,0.695052242403128,0.988162135079197,"1971","0.125"
"48",1971.375,3.11637692854729,0.0863536019246617,2.63114214197829,3.69109863197273,"1971","0.375"
"49",1971.625,1.65430642065326,0.0738880027854439,1.43126884400993,1.91210040298732,"1971","0.625"
"50",1971.875,1.41265259289004,0.126113248916165,1.10327964640831,1.80877745247593,"1971","0.875"
"NA.4",1972.125,NA,NA,NA,NA,"1972","0.125"
"51",1972.375,1.68552220575589,0.161711828114762,1.2276726801441,2.3141226094261,"1972","0.375"
"52",1972.625,2.06836010331496,0.10667173692808,1.67812897647253,2.54933534726142,"1972","0.625"
"53",1972.875,0.830070962925389,0.126160862983637,0.648223732644659,1.06293208469982,"1972","0.875"
"NA.5",1973.125,NA,NA,NA,NA,"1973","0.125"
"54",1973.375,1.4790140237056,0.198102255999399,1.00310003902162,2.18072215853109,"1973","0.375"
"55",1973.625,1.73074904559482,0.197648067528687,1.17487772315317,2.54962044117066,"1973","0.625"
"56",1973.875,0.611643139154028,0.125331314175222,0.47842508224265,0.781955929067389,"1973","0.875"
"57",1974.125,1.11218183064198,0.125131095736916,0.870286119493792,1.42131236693701,"1974","0.125"
"58",1974.375,0.876026712546807,0.0943940607721228,0.728060555328004,1.05406452180317,"1974","0.375"
"NA.6",1974.625,NA,NA,NA,NA,"1974","0.625"
"59",1974.875,0.40806674630372,0.101578317222882,0.334399789976271,0.497962242891123,"1974","0.875"
"60",1975.125,0.5368840803295,0.116544567054534,0.427243818795006,0.674660470277171,"1975","0.125"
"61",1975.375,1.73944150821888,0.125698075272809,1.35960723722618,2.22539030219314,"1975","0.375"
"62",1975.625,1.58356532157832,0.0946646597126333,1.31539382107466,1.90640938670115,"1975","0.625"
"63",1975.875,0.87536135824266,0.127518414473208,0.681775680547261,1.123914403766,"1975","0.875"
"64",1976.125,0.513758352989839,0.0997796227550842,0.422498105996773,0.624730955051543,"1976","0.125"
"NA.7",1976.375,NA,NA,NA,NA,"1976","0.375"
"65",1976.625,1.41823426968037,0.140586519909657,1.07665934343621,1.86817534808769,"1976","0.625"
"NA.8",1976.875,NA,NA,NA,NA,"1976","0.875"
"NA.9",1977.125,NA,NA,NA,NA,"1977","0.125"
"NA.10",1977.375,NA,NA,NA,NA,"1977","0.375"
"NA.11",1977.625,NA,NA,NA,NA,"1977","0.625"
"NA.12",1977.875,NA,NA,NA,NA,"1977","0.875"
"66",1978.125,0.934546969992602,0.162336345852016,0.679857114208736,1.28464940774923,"1978","0.125"
"NA.13",1978.375,NA,NA,NA,NA,"1978","0.375"
"67",1978.625,1.73092834677156,0.130740230279993,1.33964818350117,2.23649237057671,"1978","0.625"
"NA.14",1978.875,NA,NA,NA,NA,"1978","0.875"
"68",1979.125,0.936885172739661,0.197151542945694,0.636601392842498,1.37881229411101,"1979","0.125"
"NA.15",1979.375,NA,NA,NA,NA,"1979","0.375"
"69",1979.625,1.54331331325757,0.142241707909987,1.16781894537738,2.03954216730778,"1979","0.625"
"70",1979.875,1.1083482214942,0.108513654607443,0.895999033443389,1.37102355497905,"1979","0.875"
"71",1980.125,1.65933202732203,0.144006655143938,1.25127381461432,2.20046383512414,"1980","0.125"
"72",1980.375,0.728894689806378,0.200358015567443,0.492171657320052,1.07947595300566,"1980","0.375"
"73",1980.625,1.16748212190597,0.165229421511988,0.844508676329317,1.61397335891734,"1980","0.625"
