"","yq","pr","ln.cv","ll","ul","yr","qtr"
"1",1979.375,2.00767728416014,0.140636071922516,1.52398981304069,2.64487862244327,"1979","0.375"
"2",1979.625,1.66039141406276,0.116905596509134,1.32037844599702,2.08796171752985,"1979","0.625"
"3",1979.875,1.13850938300567,0.147783872420924,0.852197866102292,1.52101250982991,"1979","0.875"
"4",1980.125,1.25646938795772,0.19028855145579,0.865316583870787,1.82443668860805,"1980","0.125"
"5",1980.375,1.62124183482794,0.167186071925427,1.16825095413353,2.24988053953333,"1980","0.375"
"6",1980.625,1.52480009275872,0.108573628866412,1.23251771760854,1.8863950510896,"1980","0.625"
"7",1980.875,1.26937147818603,0.103601500611866,1.03609924719757,1.55516371041716,"1980","0.875"
"8",1981.125,0.493351487783882,0.116791274498573,0.392411478364843,0.620256297070581,"1981","0.125"
"9",1981.375,1.26247309247039,0.13627539100864,0.966545216829433,1.64900542826131,"1981","0.375"
"10",1981.625,1.3793853554839,0.100889287323939,1.13189701808519,1.68098681109895,"1981","0.625"
"11",1981.875,1.0551731309935,0.0926040016852518,0.88003026097305,1.26517278523984,"1981","0.875"
"12",1982.125,0.574528010805477,0.128759974776535,0.446383881372996,0.739458678895001,"1982","0.125"
"13",1982.375,2.39211029023275,0.165552346185175,1.72925960767187,3.3090414043391,"1982","0.375"
"14",1982.625,1.37017003874283,0.116103769227381,1.09130197982341,1.72029921119753,"1982","0.625"
"15",1982.875,1.01581738383346,0.129225696708366,0.788526888080015,1.30862367903622,"1982","0.875"
"16",1983.125,1.05863323593506,0.143927091027609,0.798421662196812,1.40364970201684,"1983","0.125"
"17",1983.375,0.878832436391745,0.114308079357929,0.702433274764736,1.09952998953948,"1983","0.375"
"18",1983.625,1.88793207732575,0.10132829790472,1.54786819654255,2.30270738591117,"1983","0.625"
"19",1983.875,1.25715696051148,0.11014648620011,1.0130500968601,1.56008437120826,"1983","0.875"
"20",1984.125,0.483175507590858,0.0986870989007217,0.398199542837829,0.586285382127527,"1984","0.125"
"21",1984.375,1.56899110766839,0.102504160032838,1.28341520352986,1.91811121542881,"1984","0.375"
"22",1984.625,1.72977710113242,0.107319214364428,1.40164549047683,2.13472582042425,"1984","0.625"
"23",1984.875,1.26721387273959,0.101228310793468,1.03916052574217,1.54531562687755,"1984","0.875"
"24",1985.125,0.735149665753733,0.115322618376571,0.586423235252064,0.921595527887847,"1985","0.125"
"25",1985.375,1.10311608081906,0.103541243312679,0.900502929514629,1.35131718940381,"1985","0.375"
"26",1985.625,1.12694620466136,0.103715501815769,0.919641937689162,1.38098067971092,"1985","0.625"
"27",1985.875,0.983318508492902,0.11716401893141,0.781559753801857,1.23716105446986,"1985","0.875"
"28",1986.125,0.616167342491188,0.089761916354421,0.516763452165826,0.734692425250735,"1986","0.125"
"29",1986.375,0.475733110897807,0.101290022602366,0.390070917093149,0.580207297921826,"1986","0.375"
"30",1986.625,0.576473357007694,0.150917930590113,0.428859765956467,0.774895566616182,"1986","0.625"
"31",1986.875,1.62686043425341,0.108616294015306,1.31490458919327,2.01282655356994,"1986","0.875"
"32",1987.125,0.543211047892027,0.0985536417323575,0.447793763359193,0.658960143478505,"1987","0.125"
"33",1987.375,1.1346204855517,0.116721783962669,0.902599382691378,1.4262846517742,"1987","0.375"
"34",1987.625,1.48056586135273,0.110335990460393,1.19263579576525,1.83800895259615,"1987","0.625"
"35",1987.875,1.21218671779845,0.103318144352315,0.989972979599723,1.48427954003463,"1987","0.875"
"36",1988.125,0.794604931195635,0.131372717977984,0.614220830333205,1.02796415474528,"1988","0.125"
"37",1988.375,1.1314550161569,0.106160360464927,0.918907442502514,1.39316583409117,"1988","0.375"
"38",1988.625,0.980081099627668,0.131589867072236,0.757269487014651,1.26845063523442,"1988","0.625"
"39",1988.875,0.953228915702939,0.116837841214984,0.758128511403896,1.19853738787581,"1988","0.875"
"40",1989.125,0.658457522864839,0.136068970043851,0.504316895762262,0.859710061392998,"1989","0.125"
"41",1989.375,0.782148879134489,0.118227910896498,0.620371442584556,0.986113845896373,"1989","0.375"
"42",1989.625,0.888650342423098,0.112514597835226,0.712781720208834,1.10791201387336,"1989","0.625"
"43",1989.875,0.443614269068039,0.0816684433705782,0.377996627065269,0.520622687161677,"1989","0.875"
"44",1990.125,0.535699243764837,0.0841636894866573,0.454233807429533,0.631775255554349,"1990","0.125"
"45",1990.375,0.572852490534631,0.151029074388982,0.426073243312321,0.770196160079409,"1990","0.375"
"46",1990.625,0.957348285918602,0.0598927386785743,0.851310981563107,1.07659334884704,"1990","0.625"
"47",1990.875,0.809363331920926,0.079710008068434,0.692297871268283,0.946224205280399,"1990","0.875"
"48",1991.125,0.609936653774647,0.0780276007230999,0.523439265889069,0.710727577889916,"1991","0.125"
"49",1991.375,0.504505540161521,0.0816701793438254,0.429879643086325,0.592086283096118,"1991","0.375"
"50",1991.625,0.921939864803439,0.061949146842208,0.816526747877745,1.04096175235284,"1991","0.625"
"51",1991.875,0.690860936843348,0.053876301091168,0.621627478547788,0.76780523790725,"1991","0.875"
"52",1992.125,0.413801837496948,0.0859535446385804,0.349644966546056,0.489730947387442,"1992","0.125"
"53",1992.375,0.718510866525809,0.0827710116821685,0.610909998533694,0.845063702599057,"1992","0.375"
"54",1992.625,0.625190725413465,0.0857283873684835,0.528492769796009,0.739581438917097,"1992","0.625"
"55",1992.875,0.705980921386705,0.0708970616498255,0.614390041227735,0.811225814087173,"1992","0.875"
"56",1993.125,0.812341463167373,0.0794044249863167,0.695261545989056,0.949137280190231,"1993","0.125"
"57",1993.375,1.04800888871246,0.0926028855349288,0.874057087293943,1.2565799726202,"1993","0.375"
"58",1993.625,0.846322306528296,0.0614295550402835,0.750318915005862,0.954609343044189,"1993","0.625"
"59",1993.875,0.980006185425348,0.0655109911570288,0.861915588448927,1.11427631237099,"1993","0.875"
"60",1994.125,1.00309908546174,0.061812875959394,0.888643671137796,1.13229611365582,"1994","0.125"
"61",1994.375,1.04000841447846,0.0684809149148966,0.909378582357379,1.18940287705273,"1994","0.375"
"62",1994.625,1.42933556251623,0.0667222760983035,1.25411987725986,1.62903099402056,"1994","0.625"
"63",1994.875,0.880860415720892,0.0585271534024972,0.785394354655717,0.987930543916515,"1994","0.875"
